Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,AQI Category_encoded,CO AQI Category_encoded,Ozone AQI Category_encoded,NO2 AQI Category_encoded,PM2.5 AQI Category_encoded,Total_Pollution_Score,Country_encoded,City_encoded
India,Mudbidri,65.0,1.0,22.0,0.0,65.0,1,0,0,0,1,25.0,69,13628
Japan,Muroto,65.0,1.0,65.0,0.0,20.0,1,0,1,0,0,22.45,77,13732
Pakistan,Muzaffargarh,139.0,1.0,68.5,2.0,145.0,3,0,2,0,3,93.45,116,13780
Brazil,Muzambinho,57.0,1.0,3.0,4.0,57.0,1,0,0,0,1,19.249999999999996,22,13783
Myanmar,Myingyan,27.0,1.0,27.0,0.0,20.0,0,0,0,0,0,12.75,106,13797
India,Nagda,139.0,1.0,37.0,0.0,145.0,3,0,0,0,3,57.45,69,13859
Bangladesh,Nageshwari,86.0,1.0,68.5,1.0,86.0,1,0,1,0,1,45.65,12,13861
India,Nagothana,101.0,1.0,23.0,0.0,101.0,2,0,0,0,2,36.05,69,13867
United States of America,Namerikawa,43.0,1.0,43.0,0.0,24.0,0,0,0,0,0,18.15,166,13936
United Republic of Tanzania,Nangomba,36.0,1.0,18.0,0.0,36.0,0,0,0,0,0,15.299999999999999,165,13972
France,Nantes,38.0,1.0,25.0,2.0,38.0,0,0,0,0,0,18.349999999999998,54,13988
Pakistan,Tangi,83.0,1.0,68.5,1.0,80.0,1,0,1,0,1,45.2,116,20362
Nepal,Tansen,120.0,1.0,68.5,0.0,120.0,2,0,1,0,2,54.6,108,20379
Japan,Tanushimaru,49.0,1.0,49.0,0.0,31.0,0,0,0,0,0,21.749999999999996,77,20386
United States of America,Tarboro,52.0,1.0,17.0,10.0,52.0,1,0,0,0,1,23.0,166,20424
Italy,Taurianova,57.0,1.0,56.0,0.0,57.0,1,0,1,0,1,31.299999999999997,75,20498
Ghana,Tema,120.0,1.0,10.0,3.0,120.0,2,0,0,0,2,39.85,59,20585
Mexico,Tepatlaxco,139.0,1.0,4.0,10.0,145.0,3,0,0,0,3,54.15,100,20633
France,Tergnier,32.0,1.0,25.0,2.0,32.0,0,0,0,0,0,16.55,54,20655
Belgium,Tessenderlo,36.0,1.0,24.0,4.0,36.0,0,0,0,0,0,17.999999999999996,15,20687
India,Tezu,27.0,1.0,26.0,0.0,27.0,0,0,0,0,0,14.799999999999999,69,20706
Mexico,Tierra Blanca,73.0,1.0,28.0,3.0,73.0,1,0,0,0,1,30.049999999999997,100,20805
Colombia,Tierralta,30.0,1.0,8.0,1.0,30.0,0,0,0,0,0,11.45,34,20807
Albania,Tirana,73.0,1.0,45.0,1.0,73.0,1,0,0,0,1,33.6,1,20859
Russian Federation,Tobolsk,46.0,1.0,31.0,0.0,46.0,0,0,0,0,0,21.749999999999996,130,20930
Italy,Tolentino,47.0,1.0,47.0,1.0,24.0,0,0,0,0,0,19.4,75,20962
Hungary,Tolna,75.0,1.0,34.0,2.0,75.0,1,0,0,0,1,31.7,67,20966
Spain,Tolosa,38.0,1.0,38.0,0.0,35.0,0,0,0,0,0,20.0,146,20967
Russian Federation,Tolyatti,34.0,1.0,34.0,1.0,10.0,0,0,0,0,0,11.95,130,20970
Russian Federation,Tomsk,31.0,1.0,31.0,0.0,25.0,0,0,0,0,0,15.45,130,20991
Bangladesh,Naral,139.0,1.0,45.0,4.0,145.0,3,0,0,0,3,70.44999999999999,12,14011
United States of America,Nashville,80.0,1.0,31.0,4.0,80.0,1,0,0,0,1,32.95,166,14055
United Republic of Tanzania,Ndago,16.0,1.0,16.0,0.0,15.0,0,0,0,0,0,8.5,165,14131
Italy,Nerviano,66.0,1.0,38.0,3.0,66.0,1,0,0,0,1,30.25,75,14204
